question,answer,is_augmented
Who is riding with John Pierce?,Emmett Brooks,True
Who is accompanying Emmett Brooks on his travels?,John Pierce,True
Which individual is traveling alongside Emmett Brooks?,John Pierce,True
Who is traveling with John Pierce?,Emmett Brooks,True
Who accompanies Emmett Brooks in the vehicle?,John Pierce,True
Which person is Emmett Brooks's travel partner in the vehicle?,John Pierce,True
Who rides in the vehicle with John Pierce?,Emmett Brooks,True
Who is Riley Barrett's grandchild?,Hunter Sullivan,True
Which individual is the grandchild of Riley Barrett?,Hunter Sullivan,True
Who is the grandchild of Hunter Sullivan?,Riley Barrett,True
Who is the grandchild of Riley Barrett?,Hunter Sullivan,True
What is the name of Riley Barrett's grandchild?,Hunter Sullivan,True
Who is Hunter Sullivan's grandparent?,Riley Barrett,True
What is the name of the grandchild of Riley Barrett?,Hunter Sullivan,True
Who is the grandchild of Riley Barrett?,Hunter Sullivan,True
What is the relationship of Hunter Sullivan to Riley Barrett?,Grandchild,True
Who is Riley Barrett's grandchild?,Hunter Sullivan,True
Which individual is the grandchild of Riley Barrett?,Hunter Sullivan,True
Who is the grandchild of Hunter Sullivan?,Riley Barrett,True
Who is Luke Lawson's student?,June Webb,True
Which student is taught by Luke Lawson?,June Webb,True
Who is being taught by June Webb?,Luke Lawson,True
Who is associated with Luke Lawson as a student?,June Webb,True
Which student is under Luke Lawson's guidance?,June Webb,True
Who is June Webb's mentor?,Luke Lawson,True
Who is considered a student of Luke Lawson?,June Webb,True
Which individual is recognized as a student of Luke Lawson?,June Webb,True
Who is June Webb a student of?,Luke Lawson,True
Who is being taught by Luke Lawson?,June Webb,True
Which person is instructed by Luke Lawson?,June Webb,True
Who is the student of June Webb?,Luke Lawson,True
Who is employed by Rebecca Friedman?,Gabriela Fernandez,True
Which individual is on Rebecca Friedman's team?,Gabriela Fernandez,True
Who is the employee of Rebecca Friedman?,Gabriela Fernandez,True
Who works for Rebecca Friedman?,Gabriela Fernandez,True
Which individual is a member of Rebecca Friedman's team?,Gabriela Fernandez,True
Who does Gabriela Fernandez work for?,Rebecca Friedman,True
Who is the staff member of Rebecca Friedman?,Gabriela Fernandez,True
Which individual works on Rebecca Friedman’s team?,Gabriela Fernandez,True
Who does Gabriela Fernandez work for?,Rebecca Friedman,True
Who is in a subordinate role to Rebecca Friedman?,Gabriela Fernandez,True
Which individual works under the supervision of Rebecca Friedman?,Gabriela Fernandez,True
Who does Gabriela Fernandez work for?,Rebecca Friedman,True
Who is associated with Finn Cook as a researcher?,Ethan Wright,True
Which researcher is connected to Finn Cook?,Ethan Wright,True
Who is the researcher that Finn Cook is linked with?,Ethan Wright,True
Who is responsible for conducting research for Finn Cook?,Ethan Wright,True
Which individual performs research for Finn Cook?,Ethan Wright,True
Who does Ethan Wright conduct research for?,Finn Cook,True
Who is conducting research with Finn Cook?,Ethan Wright,True
Which researcher is working with Finn Cook?,Ethan Wright,True
Who is collaborating with Ethan Wright?,Finn Cook,True
Who is collaborating with Finn Cook in academia?,Ethan Wright,True
Which academic is associated with Finn Cook?,Ethan Wright,True
Who does Ethan Wright work with in an academic capacity?,Finn Cook,True
Who is Charlie Anderson's student?,Zelda Wright,True
Which student is taught by Charlie Anderson?,Zelda Wright,True
Who is being taught by Zelda Wright?,Charlie Anderson,True
Who is associated with Charlie Anderson as a student?,Zelda Wright,True
Which student is linked to Charlie Anderson?,Zelda Wright,True
Who is Zelda Wright's mentor?,Charlie Anderson,True
Who is instructed by Charlie Anderson?,Zelda Wright,True
Which student is under Charlie Anderson's guidance?,Zelda Wright,True
Who does Zelda Wright learn from?,Charlie Anderson,True
Who is Charlie Anderson's student?,Zelda Wright,True
Which student is taught by Charlie Anderson?,Zelda Wright,True
Who is taught by Zelda Wright?,Charlie Anderson,True
Who is being mentored by Naomi Kim?,Maria Gutierrez,True
Which individual is Naomi Kim's mentee?,Maria Gutierrez,True
Who has Maria Gutierrez as a mentor?,Naomi Kim,True
Which individual receives mentorship from Naomi Kim?,Maria Gutierrez,True
Who is mentored by Naomi Kim?,Maria Gutierrez,True
Who is being mentored by Maria Gutierrez?,Naomi Kim,True
Who is the mentee of Naomi Kim?,Maria Gutierrez,True
What is the name of the person mentored by Naomi Kim?,Maria Gutierrez,True
Which mentee is associated with Naomi Kim?,Maria Gutierrez,True
Who is under the mentorship of Naomi Kim?,Maria Gutierrez,True
Which individual receives guidance from Naomi Kim?,Maria Gutierrez,True
Who is mentored by Maria Gutierrez?,Naomi Kim,True
Who is Willow Green's daughter?,Freya Evans,True
What is the name of Willow Green's child?,Freya Evans,True
Who has Freya Evans as their child?,Willow Green,True
Who is Willow Green's child?,Freya Evans,True
Which person is the daughter of Willow Green?,Freya Evans,True
Who is Freya Evans' parent?,Willow Green,True
Who is the child of Willow Green?,Freya Evans,True
What is the name of Willow Green's daughter?,Freya Evans,True
Who is the parent of Freya Evans?,Willow Green,True
Who is the child of Willow Green?,Freya Evans,True
What is the name of Willow Green's child?,Freya Evans,True
Who is Freya Evans's parent?,Willow Green,True
Who is employed by Yara Underwood?,Claire Scott,True
Which individual is associated with Yara Underwood?,Claire Scott,True
Who does Claire Scott work for?,Yara Underwood,True
Who works for Yara Underwood?,Claire Scott,True
Which individual is hired by Yara Underwood?,Claire Scott,True
Who is the employee of Claire Scott?,Yara Underwood,True
Who is Yara Underwood's staff member?,Claire Scott,True
Which staff member works with Yara Underwood?,Claire Scott,True
Who is supervised by Claire Scott?,Yara Underwood,True
Who is a member of Yara Underwood's team?,Claire Scott,True
Which person is part of Yara Underwood's team?,Claire Scott,True
Who is Claire Scott a teammate of?,Yara Underwood,True
